number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.5302727307262768,2025-12-07 23:59:05.172742,2025-12-07 23:59:32.412859,0 days 00:00:27.240117,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.4814667329704509,2025-12-07 23:59:32.414341,2025-12-08 00:00:10.547200,0 days 00:00:38.132859,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.38142569520099956,2025-12-08 00:00:10.548665,2025-12-08 00:00:41.791920,0 days 00:00:31.243255,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.4715567147915232,2025-12-08 00:00:41.793361,2025-12-08 00:01:21.624484,0 days 00:00:39.831123,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.511315690813355,2025-12-08 00:01:21.625903,2025-12-08 00:02:01.791754,0 days 00:00:40.165851,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.485785553108773,2025-12-08 00:02:01.793131,2025-12-08 00:02:30.865945,0 days 00:00:29.072814,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,PRUNED
6,0.3998545523747383,2025-12-08 00:02:30.867516,2025-12-08 00:02:48.446190,0 days 00:00:17.578674,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,PRUNED
7,0.36186145773862927,2025-12-08 00:02:48.447466,2025-12-08 00:03:06.095370,0 days 00:00:17.647904,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.5309409658063199,2025-12-08 00:03:06.096679,2025-12-08 00:03:47.892789,0 days 00:00:41.796110,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,COMPLETE
9,0.5292671793447148,2025-12-08 00:03:47.894282,2025-12-08 00:04:31.374721,0 days 00:00:43.480439,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,COMPLETE
