number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.7171802659341083,2025-12-07 18:12:08.062024,2025-12-07 18:12:37.489730,0 days 00:00:29.427706,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.7309411968613247,2025-12-07 18:12:37.491149,2025-12-07 18:13:25.754961,0 days 00:00:48.263812,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.7215519766635645,2025-12-07 18:13:25.756384,2025-12-07 18:13:51.454260,0 days 00:00:25.697876,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.6815135981271702,2025-12-07 18:13:51.455609,2025-12-07 18:14:39.282180,0 days 00:00:47.826571,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.7445000506820655,2025-12-07 18:14:39.284234,2025-12-07 18:15:22.582788,0 days 00:00:43.298554,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.7509650207328357,2025-12-07 18:15:22.584262,2025-12-07 18:16:02.422624,0 days 00:00:39.838362,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.7835487336115236,2025-12-07 18:16:02.424091,2025-12-07 18:16:28.065989,0 days 00:00:25.641898,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,COMPLETE
7,0.7243596760644838,2025-12-07 18:16:28.067433,2025-12-07 18:16:53.575849,0 days 00:00:25.508416,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.6963257483076422,2025-12-07 18:16:53.577362,2025-12-07 18:17:19.880565,0 days 00:00:26.303203,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,PRUNED
9,0.8166116725747732,2025-12-07 18:17:19.881782,2025-12-07 18:18:07.911154,0 days 00:00:48.029372,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,COMPLETE
