number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.7642584103571696,2025-12-07 19:20:07.650635,2025-12-07 19:20:34.885453,0 days 00:00:27.234818,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.8290291296746104,2025-12-07 19:20:34.886964,2025-12-07 19:21:17.415487,0 days 00:00:42.528523,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.7915986149662789,2025-12-07 19:21:17.417037,2025-12-07 19:22:00.774582,0 days 00:00:43.357545,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.7804987565339804,2025-12-07 19:22:00.775897,2025-12-07 19:22:39.773683,0 days 00:00:38.997786,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.4953112758023175,2025-12-07 19:22:39.775124,2025-12-07 19:23:15.178317,0 days 00:00:35.403193,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.830294626938889,2025-12-07 19:23:15.180051,2025-12-07 19:23:52.177349,0 days 00:00:36.997298,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.6869273849332572,2025-12-07 19:23:52.178860,2025-12-07 19:24:18.407593,0 days 00:00:26.228733,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,PRUNED
7,0.5029116711524346,2025-12-07 19:24:18.409358,2025-12-07 19:24:35.388225,0 days 00:00:16.978867,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.8086590953842472,2025-12-07 19:24:35.389493,2025-12-07 19:25:21.487130,0 days 00:00:46.097637,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,COMPLETE
9,0.49627817198162194,2025-12-07 19:25:21.488830,2025-12-07 19:25:45.736497,0 days 00:00:24.247667,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,PRUNED
