fold,test_subjects,val_subjects,train_loss,train_acc,test_loss,test_acc,train_bal_acc,test_bal_acc,train_f1_acc,test_f1_acc
1,Sub20,Sub09_Sub21,0.5403456543054845,0.7522269877928076,6.504207354784012,0.41054313099041534,0.7197481772417919,0.27634408602150534,0.7492968115929497,0.30446978614121717
2,Sub19,Sub11_Sub22,0.563090038796266,0.7476933216168717,1.838568115234375,0.29264214046822745,0.7073628097395241,0.23327367636092466,0.7423696344637511,0.28390232746576005
3,Sub04,Sub15_Sub00,0.6529699186204185,0.6773057451023553,1.037402832508087,0.5278688524590164,0.6384691378545208,0.42546401276560003,0.6721055784119865,0.4464732115897154
4,Sub15,Sub07_Sub21,0.6346407019429736,0.69463639355051,1.7359758257865905,0.4273927392739274,0.6531287619082052,0.3203036723163842,0.6887099674552996,0.3415546326684744
5,Sub07,Sub18_Sub15,0.6774744772248797,0.6626453169554727,1.3536411821842194,0.5091514143094842,0.6198261693521064,0.497999037999038,0.6556421907599903,0.451187125934388
6,Sub11,Sub04_Sub09,0.49010924176431037,0.7791350280620667,0.956075257062912,0.5263157894736842,0.7555495299591612,0.3761700441135925,0.7773474132417897,0.40304069971928935
7,Sub23,Sub17_Sub03,0.5904982822636763,0.723334066417418,0.9406614542007447,0.5610561056105611,0.690126580644172,0.4242912745439758,0.7195763769656605,0.4672421323765029
8,Sub09,Sub02_Sub20,0.6182714559965663,0.7048153034300791,1.146803617477417,0.540495867768595,0.6631622258707847,0.41467278719397366,0.6983449609713421,0.4544753068031143
9,Sub17,Sub03_Sub19,0.6063599992129538,0.7270929466051417,0.5346097141504288,0.7296849087893864,0.6820024180598646,0.6621178225205071,0.7200231428486774,0.705362957647305
10,Sub22,Sub18_Sub14,0.6772405165765021,0.6641488779419814,2.7268252432346345,0.48333333333333334,0.6168182690165841,0.3232998885172798,0.6557702840568053,0.3449085123309467
11,Sub01,Sub02_Sub22,0.6434991227255927,0.6934601924759405,1.60504252910614,0.2641509433962264,0.6521238976675642,0.22775505086127176,0.6877427258818135,0.2540815511538751
12,Sub18,Sub03_Sub20,0.7267378014577947,0.6387082552628679,0.7300576329231262,0.7450331125827815,0.5778690878008929,0.6862958953209747,0.6243135195428468,0.7404235678043278
13,Sub02,Sub03_Sub17,0.5037262361082766,0.7743460101121126,0.8309623956680298,0.6561461794019934,0.7348577295804573,0.5630409356725146,0.769590861215141,0.6308763509009272
14,Sub21,Sub18_Sub09,0.47765472076005405,0.7815688425671969,4.425987988710403,0.49586776859504134,0.7509406714716094,0.44555555555555554,0.7788370274486394,0.4468124468612295
15,Sub24,Sub02_Sub01,0.6457967675394483,0.695971097000219,0.806929212808609,0.5704918032786885,0.6482955899500813,0.45790612895876054,0.6879200820858882,0.5329399040909562
16,Sub14,Sub11_Sub17,0.6204668805003166,0.7106158744099242,1.094049146771431,0.523728813559322,0.6764821561635262,0.3777011494252873,0.7063472680975046,0.46004398383463735
17,Sub00,Sub03_Sub14,0.6353781622060588,0.7042703059652212,1.7760386347770691,0.4880382775119617,0.6554677323056883,0.3322475570032573,0.6955190124971959,0.3211741719103371
18,Sub03,Sub04_Sub20,0.5922601625952922,0.7267012242196978,8.252121663510298,0.43929712460063897,0.6816179268239192,0.2938034188034188,0.7199654483272522,0.3069668597433356
