metric,mean,std
train_acc,71.43708771937713,4.124090221882811
test_acc,51.06243503001825,12.452693228052723
train_bal_acc,67.3547159522803,4.765586008403321
test_bal_acc,40.76801107752124,13.164170114834967
train_f1_acc,70.83012392146964,4.347122083148473
test_f1_acc,43.866308494312996,14.069073395132644
train_loss,0.6053622300331591,0.06814239767377864
test_loss,2.1275533222721403,2.134518734251946
