number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.41529469205439046,2025-12-08 01:11:46.894847,2025-12-08 01:12:11.784313,0 days 00:00:24.889466,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.2841417137763816,2025-12-08 01:12:11.785853,2025-12-08 01:12:55.804992,0 days 00:00:44.019139,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.34207781404441145,2025-12-08 01:12:55.806735,2025-12-08 01:13:30.889891,0 days 00:00:35.083156,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.3465772141716057,2025-12-08 01:13:30.891206,2025-12-08 01:14:08.890630,0 days 00:00:37.999424,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.4953112758023175,2025-12-08 01:14:08.892006,2025-12-08 01:14:46.780554,0 days 00:00:37.888548,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.4467335303842433,2025-12-08 01:14:46.782026,2025-12-08 01:15:26.353120,0 days 00:00:39.571094,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.40149229125485614,2025-12-08 01:15:26.354586,2025-12-08 01:16:01.122311,0 days 00:00:34.767725,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,COMPLETE
7,0.4953112758023175,2025-12-08 01:16:01.123822,2025-12-08 01:16:25.562763,0 days 00:00:24.438941,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,COMPLETE
8,0.32481445232852135,2025-12-08 01:16:25.564459,2025-12-08 01:16:51.852754,0 days 00:00:26.288295,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,PRUNED
9,0.4953112758023175,2025-12-08 01:16:51.854347,2025-12-08 01:17:29.633482,0 days 00:00:37.779135,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,COMPLETE
