number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.5543271021099283,2025-12-07 23:32:59.057217,2025-12-07 23:33:20.989563,0 days 00:00:21.932346,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.5533278522285016,2025-12-07 23:33:20.991014,2025-12-07 23:33:46.610053,0 days 00:00:25.619039,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.4953112758023175,2025-12-07 23:33:46.611401,2025-12-07 23:34:04.652941,0 days 00:00:18.041540,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.6281943759531394,2025-12-07 23:34:04.654338,2025-12-07 23:34:40.675856,0 days 00:00:36.021518,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.4953112758023175,2025-12-07 23:34:40.677404,2025-12-07 23:35:07.581755,0 days 00:00:26.904351,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.5357792366050662,2025-12-07 23:35:07.583158,2025-12-07 23:35:33.049145,0 days 00:00:25.465987,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.49627817198162194,2025-12-07 23:35:33.050551,2025-12-07 23:35:46.016223,0 days 00:00:12.965672,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,PRUNED
7,0.49627817198162194,2025-12-07 23:35:46.017451,2025-12-07 23:36:00.260831,0 days 00:00:14.243380,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.4895318489519615,2025-12-07 23:36:00.262120,2025-12-07 23:36:24.556868,0 days 00:00:24.294748,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,PRUNED
9,0.49627817198162194,2025-12-07 23:36:24.558083,2025-12-07 23:36:43.144365,0 days 00:00:18.586282,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,PRUNED
