fold,test_subjects,val_subjects,train_loss,train_acc,test_loss,test_acc,train_bal_acc,test_bal_acc,train_f1_acc,test_f1_acc
1,Sub20,Sub09_Sub21,0.00022743449988427456,1.0,0.06976297839887594,0.9776357827476039,1.0,0.975766818307141,1.0,0.9776453393945306
2,Sub19,Sub11_Sub22,0.0021109593192965544,0.9992311072056239,0.013806827527514543,0.9949832775919732,0.9992704705163623,0.9933333333333333,0.9992311241978137,0.9949818208539623
3,Sub04,Sub15_Sub00,0.0001923947042612294,1.0,0.6785362122114748,0.8475409836065574,1.0,0.7999839666506333,1.0,0.8320463312392925
4,Sub15,Sub07_Sub21,0.00018553577280402676,1.0,0.13734460165308066,0.9372937293729373,1.0,0.9161147902869757,1.0,0.9344300535859839
5,Sub07,Sub18_Sub15,0.00017624142626621004,1.0,0.028220591205217714,0.9900166389351082,1.0,0.9866666666666667,1.0,0.99001015033439
6,Sub11,Sub04_Sub09,0.00016495829125963443,1.0,0.07390163645941357,0.9728867623604466,1.0,0.9644489247311828,1.0,0.972540719890652
7,Sub23,Sub17_Sub03,0.00014840678395685117,1.0,0.35207966386533374,0.8976897689768977,1.0,0.8640350877192983,1.0,0.8935954712436471
8,Sub09,Sub02_Sub20,0.00020534891104085495,1.0,0.06174293183430564,0.9785123966942149,1.0,0.9727777777777779,1.0,0.9783548664387017
9,Sub17,Sub03_Sub19,0.000202522989597624,1.0,0.06671795531583484,0.978441127694859,1.0,0.9733184190902312,1.0,0.9782680983201343
10,Sub22,Sub18_Sub14,0.00023234068145042315,1.0,0.05035593943684944,0.9833333333333333,1.0,0.9833726436920115,1.0,0.983409807401396
11,Sub01,Sub02_Sub22,0.00020398125235368645,1.0,0.33807409548483064,0.9108061749571184,1.0,0.8896347318430086,1.0,0.9092110450653225
12,Sub18,Sub03_Sub20,0.00020977269919762555,1.0,0.06280832501752229,0.9784768211920529,1.0,0.9747144707406098,1.0,0.9783359470428529
13,Sub02,Sub03_Sub17,0.00017334950657991262,1.0,1.2915024491667282,0.6976744186046512,1.0,0.6000292397660818,1.0,0.6719670426370626
14,Sub21,Sub18_Sub09,0.00019523908440214973,1.0,0.09476036212872714,0.9702479338842975,1.0,0.9611469534050179,1.0,0.9699071187750221
15,Sub24,Sub02_Sub01,0.00021208768023959105,1.0,0.008725268126175934,0.9983606557377049,1.0,0.9978070175438596,1.0,0.9983592964804032
16,Sub14,Sub11_Sub17,0.0002307233502239154,1.0,0.10224839450020226,0.9813559322033898,1.0,0.9798467432950191,1.0,0.9813164592776847
17,Sub00,Sub03_Sub14,0.00018416281646673719,1.0,4.326751399040222,0.41626794258373206,1.0,0.35800012945729365,1.0,0.396288155141996
18,Sub03,Sub04_Sub20,0.00019749657267183605,1.0,0.6041850109235384,0.84185303514377,1.0,0.7900169275169274,1.0,0.8308251473329608
