number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.9823270797846136,2025-12-07 17:24:31.258332,2025-12-07 17:25:34.471991,0 days 00:01:03.213659,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.9259907173501724,2025-12-07 17:25:34.476448,2025-12-07 17:26:07.078044,0 days 00:00:32.601596,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.9651969467851517,2025-12-07 17:26:07.079399,2025-12-07 17:26:39.850935,0 days 00:00:32.771536,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.9889623463761783,2025-12-07 17:26:39.852552,2025-12-07 17:27:13.147220,0 days 00:00:33.294668,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.4953112758023175,2025-12-07 17:27:13.148774,2025-12-07 17:27:45.015863,0 days 00:00:31.867089,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.9734815620206546,2025-12-07 17:27:45.017163,2025-12-07 17:28:23.175483,0 days 00:00:38.158320,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.7462781719816219,2025-12-07 17:28:23.176933,2025-12-07 17:28:48.936816,0 days 00:00:25.759883,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,PRUNED
7,0.49627817198162194,2025-12-07 17:28:48.938143,2025-12-07 17:29:09.632039,0 days 00:00:20.693896,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.9643639724872903,2025-12-07 17:29:09.633271,2025-12-07 17:29:31.720383,0 days 00:00:22.087112,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,PRUNED
9,0.5775385368240764,2025-12-07 17:29:31.721829,2025-12-07 17:30:04.911745,0 days 00:00:33.189916,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,PRUNED
