metric,mean,std
train_acc,99.95367379164765,0.16692079524724943
test_acc,87.31906783807936,16.155910170907237
train_bal_acc,99.95345458785665,0.16541794321481765
test_bal_acc,85.20666724551937,17.848824032609123
train_f1_acc,99.95367264407233,0.16692523872057155
test_f1_acc,86.59424153136592,16.755368304581292
train_loss,0.00179774247940549,0.0049443727878408774
test_loss,0.8109913549088422,1.1736063768525935
