fold,test_subjects,val_subjects,train_loss,train_acc,test_loss,test_acc,train_bal_acc,test_bal_acc,train_f1_acc,test_f1_acc
1,Sub20,Sub09_Sub21,0.7792149327851675,0.5967227537666336,5.010705202817917,0.20287539936102236,0.5674570205224975,0.21142300799558864,0.5925958925651696,0.19491999219972464
2,Sub19,Sub11_Sub22,0.7819834634974286,0.6153339191564148,0.8957955181598664,0.43812709030100333,0.5783984097759215,0.5237285607755406,0.6103464251681471,0.39228259443409597
3,Sub04,Sub15_Sub00,0.7910192319205109,0.5947611710323575,1.0574961125850677,0.4918032786885246,0.561455579315474,0.3489849362865236,0.5900509779555374,0.3469004348607386
4,Sub15,Sub07_Sub21,0.8098393895409324,0.5836349676428649,2.581199210882187,0.48514851485148514,0.5399236844344936,0.3322033898305085,0.5756567485733531,0.355574687903573
5,Sub07,Sub18_Sub15,0.7931102068274172,0.5988155297214302,0.7288024127483368,0.5291181364392679,0.566105759758268,0.6507102773769441,0.594463942438496,0.45105986739184656
6,Sub11,Sub04_Sub09,0.7532605318955972,0.6110927698910531,1.1434228122234344,0.5135566188197768,0.597622131017976,0.35443548387096774,0.6104507955641574,0.36735461737409897
7,Sub23,Sub17_Sub03,0.7834481888717705,0.6172201451506488,1.0273669868707658,0.5346534653465347,0.5989904037590899,0.3892035552457302,0.6154441694641213,0.4235342019716428
8,Sub09,Sub02_Sub20,0.7704547014269796,0.6152154793315743,1.1579112887382508,0.5140495867768595,0.5956931774841637,0.3871798493408663,0.6133755107157822,0.41790445462860293
9,Sub17,Sub03_Sub19,0.8395226864547997,0.5776752362118216,1.060640925168991,0.5257048092868989,0.5317931911458236,0.4599634360491689,0.5615593339605145,0.5026861685877789
10,Sub22,Sub18_Sub14,0.8191688077433126,0.5770114942528736,2.1629896014928818,0.3516666666666667,0.5475970443481128,0.4024526198439242,0.5725269788426717,0.26942675315740333
11,Sub01,Sub02_Sub22,0.813879464472924,0.584426946631671,1.1568088769912719,0.3567753001715266,0.5357023623486183,0.3238507233428943,0.5735174730794947,0.3322855160295851
12,Sub18,Sub03_Sub20,0.8217742858638226,0.5919761931004078,0.9300976395606995,0.6374172185430463,0.5385013984748984,0.5693955755771368,0.5763000075457785,0.6191034422697548
13,Sub02,Sub03_Sub17,0.7847154540615482,0.6006814684546055,1.039265012741089,0.5481727574750831,0.5690296323343129,0.5046783625730994,0.5930107711079953,0.5289582427309804
14,Sub21,Sub18_Sub09,0.8007085385856095,0.5802523313219967,2.5631644129753113,0.33553719008264465,0.5369361535223663,0.39111111111111113,0.5689791915991115,0.24898693867310542
15,Sub24,Sub02_Sub01,0.8050445814232726,0.5891175826582001,1.0499738574028015,0.4918032786885246,0.5544305721008376,0.4218643198906357,0.5842147972824824,0.4366723081990059
16,Sub14,Sub11_Sub17,0.8259248570962385,0.5711933252826874,1.0750168144702912,0.6576271186440678,0.541796439716202,0.5543295019157087,0.5647347076418168,0.5826601277249333
17,Sub00,Sub03_Sub14,0.8404607239743354,0.5903587937486242,2.504968973994255,0.23285486443381181,0.5504658778404979,0.15852334419109662,0.5809975654147692,0.23515277428019812
18,Sub03,Sub04_Sub20,0.7898867356945092,0.6159700011029007,2.2967805564403534,0.40415335463258784,0.5769945596391763,0.27139527139527136,0.6087842270916066,0.30523915358614623
