number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.8962041323557486,2025-12-07 18:59:07.781726,2025-12-07 18:59:44.232093,0 days 00:00:36.450367,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.8514111909481171,2025-12-07 18:59:44.233789,2025-12-07 19:00:37.682310,0 days 00:00:53.448521,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.9519372071715392,2025-12-07 19:00:37.684996,2025-12-07 19:01:27.875633,0 days 00:00:50.190637,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.8541671010200688,2025-12-07 19:01:27.877113,2025-12-07 19:02:19.197944,0 days 00:00:51.320831,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.6650669768445076,2025-12-07 19:02:19.199363,2025-12-07 19:03:12.470079,0 days 00:00:53.270716,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.9359025269555671,2025-12-07 19:03:12.471502,2025-12-07 19:04:13.266542,0 days 00:01:00.795040,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.8679988518066611,2025-12-07 19:04:13.267928,2025-12-07 19:05:16.126058,0 days 00:01:02.858130,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,COMPLETE
7,0.750231085012098,2025-12-07 19:05:16.127512,2025-12-07 19:05:48.574993,0 days 00:00:32.447481,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.8950362183221339,2025-12-07 19:05:48.576161,2025-12-07 19:06:45.212338,0 days 00:00:56.636177,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,COMPLETE
9,0.6466207215289672,2025-12-07 19:06:45.213747,2025-12-07 19:07:33.017648,0 days 00:00:47.803901,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,PRUNED
