metric,mean,std
train_acc,97.94996878764499,0.6933495077535848
test_acc,76.81078753436374,14.132056829129994
train_bal_acc,97.81022830106801,0.8119944793326809
test_bal_acc,71.59262931809724,16.157443473034913
train_f1_acc,97.9501343860733,0.6937650676607494
test_f1_acc,74.6988521132646,14.59756458988703
train_loss,0.059494473723165346,0.020106603317557564
test_loss,1.114055014415337,0.9504801106813491
