metric,mean,std
train_acc,97.4140989238561,1.3744956010278733
test_acc,81.44103564148995,14.104134691560988
train_bal_acc,97.00167968592336,1.622586471042159
test_bal_acc,77.49532339423199,16.093985760070538
train_f1_acc,97.41125502261012,1.3767794703009715
test_f1_acc,79.70224742359527,15.352316945831085
train_loss,0.07715281368405841,0.038245586409891195
test_loss,0.7572236431510343,0.792023106602159
