metric,mean,std
train_acc,98.88021211870078,0.3645197963285475
test_acc,73.88086515142516,15.428489387585193
train_bal_acc,98.85301999696281,0.386874653632064
test_bal_acc,69.44647990669314,18.17674306900544
train_f1_acc,98.88043445956636,0.3644368194397143
test_f1_acc,70.18776614940396,17.60089722079019
train_loss,0.0364668884777591,0.013477659767685744
test_loss,1.8827145753114511,1.6790111909103467
