fold,test_subjects,val_subjects,train_loss,train_acc,test_loss,test_acc,train_bal_acc,test_bal_acc,train_f1_acc,test_f1_acc
1,Sub20,Sub09_Sub21,0.07088870284820183,0.9809743758935445,5.672065043449402,0.3993610223642173,0.9791717469978666,0.36010476978218914,0.9809703717924485,0.4254217184212735
2,Sub19,Sub11_Sub22,0.03708357772686415,0.9889059753954306,1.1748040114995093,0.7006688963210702,0.9889852314884747,0.6585085756897837,0.9889097511338057,0.675781927902198
3,Sub04,Sub15_Sub00,0.029871640497372603,0.9902047105436936,5.097288668153396,0.48360655737704916,0.9894254750916979,0.33539094650205764,0.9902073737479268,0.3221244268766833
4,Sub15,Sub07_Sub21,0.02949129548182504,0.9896895908741911,0.24128299145959317,0.9455445544554455,0.9897929207562441,0.9320792176450782,0.9896888290251824,0.945199027588675
5,Sub07,Sub18_Sub15,0.04538819268863234,0.9848651019960518,3.8192877907305958,0.740432612312812,0.9844981003014536,0.6621067821067821,0.9848671896441844,0.6618710548761682
6,Sub11,Sub04_Sub09,0.050797758978122554,0.9842632331902719,2.023165182641242,0.733652312599681,0.9841369039800295,0.6591880341880342,0.984267715368126,0.6526220803105945
7,Sub23,Sub17_Sub03,0.04939831265558799,0.9877941499890037,0.9043121218681336,0.6864686468646864,0.9882398697887954,0.6552224933193912,0.9878052075284712,0.691532049882942
8,Sub09,Sub02_Sub20,0.03226724424651669,0.989995602462621,2.3824555949191564,0.7338842975206612,0.9899807225655071,0.6644444444444444,0.9899946531324472,0.647746226344994
9,Sub17,Sub03_Sub19,0.017306098821184907,0.993847506042628,2.121861136611551,0.6616915422885572,0.993737830458009,0.5551538332010296,0.9938480391293096,0.6192298624312195
10,Sub22,Sub18_Sub14,0.03409113238901935,0.9893814997263273,0.4421634927392006,0.88,0.9891806906697882,0.9186542862172153,0.9893825561848588,0.8831414690382083
11,Sub01,Sub02_Sub22,0.028860484683213547,0.9910323709536308,0.23082462325692177,0.9193825042881647,0.9909258199162125,0.9024585285332106,0.9910358263165617,0.9168938383667892
12,Sub18,Sub03_Sub20,0.014272615684091414,0.9953708806348507,1.2997156287259712,0.7483443708609272,0.99510708811107,0.67633639467797,0.9953700031520203,0.6623920316028953
13,Sub02,Sub03_Sub17,0.026105721946805716,0.9928555726533304,3.3493496219756707,0.7425249169435216,0.9925050864347308,0.6687426900584796,0.9928556395897654,0.6653120829381998
14,Sub21,Sub18_Sub09,0.040970035379157506,0.9873834339001646,0.21086360090412198,0.9305785123966942,0.986554236764603,0.9343369175627241,0.9873838676901499,0.9306745822672894
15,Sub24,Sub02_Sub01,0.03992406520733817,0.9879570834245676,0.13856977969408035,0.9639344262295082,0.9872288618482054,0.9619930508088403,0.9879599819771636,0.9640410945534059
16,Sub14,Sub11_Sub17,0.0490987736055912,0.9839718959271051,0.6113988995552063,0.7610169491525424,0.9839729760437601,0.7317241379310344,0.9839822021086901,0.7714168379331231
17,Sub00,Sub03_Sub14,0.02570029103170923,0.9914153642967203,2.3781288385391237,0.5677830940988836,0.991312735200463,0.6264645705797937,0.9914163628202384,0.5589465127825558
18,Sub03,Sub04_Sub20,0.034888048728429516,0.9885298334620051,1.7913253288832494,0.6996805111821086,0.988787303036395,0.59745670995671,0.9885326323805964,0.6394510827754954
