number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.8719425886526547,2025-12-07 23:40:11.892166,2025-12-07 23:40:27.787611,0 days 00:00:15.895445,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.8824419051199328,2025-12-07 23:40:27.789124,2025-12-07 23:40:51.047917,0 days 00:00:23.258793,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.8691886350464592,2025-12-07 23:40:51.049449,2025-12-07 23:41:06.884368,0 days 00:00:15.834919,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.8780295137060329,2025-12-07 23:41:06.885761,2025-12-07 23:41:29.761941,0 days 00:00:22.876180,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.60752064836555,2025-12-07 23:41:29.763362,2025-12-07 23:41:58.957564,0 days 00:00:29.194202,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.8863032723570173,2025-12-07 23:41:58.958927,2025-12-07 23:42:22.014681,0 days 00:00:23.055754,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.852268711089362,2025-12-07 23:42:22.016168,2025-12-07 23:42:35.549301,0 days 00:00:13.533133,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,PRUNED
7,0.8189834431984879,2025-12-07 23:42:35.550579,2025-12-07 23:42:55.348484,0 days 00:00:19.797905,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,COMPLETE
8,0.8647718565881793,2025-12-07 23:42:55.350303,2025-12-07 23:43:18.695914,0 days 00:00:23.345611,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,COMPLETE
9,0.6848027621455564,2025-12-07 23:43:18.697293,2025-12-07 23:43:39.597119,0 days 00:00:20.899826,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,PRUNED
