number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.8806536954187313,2025-12-07 23:52:09.848269,2025-12-07 23:52:46.879993,0 days 00:00:37.031724,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.93259773821756,2025-12-07 23:52:46.881572,2025-12-07 23:53:32.490746,0 days 00:00:45.609174,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.9480777333852096,2025-12-07 23:53:32.492380,2025-12-07 23:54:06.756849,0 days 00:00:34.264469,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.9099159565926264,2025-12-07 23:54:06.758442,2025-12-07 23:54:54.396042,0 days 00:00:47.637600,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.8591285601450281,2025-12-07 23:54:54.397566,2025-12-07 23:56:05.005155,0 days 00:01:10.607589,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.9127356798559466,2025-12-07 23:56:05.006677,2025-12-07 23:56:56.167083,0 days 00:00:51.160406,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.8076665851072506,2025-12-07 23:56:56.168626,2025-12-07 23:57:28.193688,0 days 00:00:32.025062,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,PRUNED
7,0.818446021259821,2025-12-07 23:57:28.195291,2025-12-07 23:57:57.719178,0 days 00:00:29.523887,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.8482967675284778,2025-12-07 23:57:57.720419,2025-12-07 23:58:32.783570,0 days 00:00:35.063151,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,PRUNED
9,0.8504023597857706,2025-12-07 23:58:32.784859,2025-12-07 23:59:04.744221,0 days 00:00:31.959362,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,PRUNED
