metric,mean,std
train_acc,86.79819164186075,3.2398683336530794
test_acc,54.1288520324404,22.356674945902537
train_bal_acc,84.61287773120074,3.940453482351842
test_bal_acc,49.588950178528776,21.050883450400296
train_f1_acc,86.65389408866089,3.3189957414890654
test_f1_acc,51.85825523406577,23.12818378029125
train_loss,0.31730003347322344,0.07257842868709047
test_loss,2.4160920102994874,2.5970075102390333
