number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_hidden_features,params_learning_rate,params_lstm_hidden,params_num_blocks,params_reduction_ratio,params_use_attention,state
0,0.5499045262715242,2025-12-08 01:17:30.069101,2025-12-08 01:17:53.603452,0 days 00:00:23.534351,128,0.6464704583099741,64,0.0020513382630874496,64,3,2,True,COMPLETE
1,0.5262143965992544,2025-12-08 01:17:53.604952,2025-12-08 01:18:36.904866,0 days 00:00:43.299914,64,0.41649165607921673,128,0.0040596116104843075,64,2,2,False,COMPLETE
2,0.47166290107022874,2025-12-08 01:18:36.906719,2025-12-08 01:19:14.645047,0 days 00:00:37.738328,128,0.3682096494749166,128,0.015304852121831466,128,3,1,False,COMPLETE
3,0.5326860252351674,2025-12-08 01:19:14.647071,2025-12-08 01:19:52.982738,0 days 00:00:38.335667,64,0.6637281608315128,64,0.0017541893487450805,64,2,1,True,COMPLETE
4,0.4953112758023175,2025-12-08 01:19:52.984089,2025-12-08 01:20:29.284035,0 days 00:00:36.299946,64,0.6687496940092467,64,0.0756829206016762,64,1,1,True,COMPLETE
5,0.5284041018804936,2025-12-08 01:20:29.285569,2025-12-08 01:21:19.821796,0 days 00:00:50.536227,64,0.6208787923016159,64,0.0036464395589807202,64,1,1,True,COMPLETE
6,0.5527906193348389,2025-12-08 01:21:19.823253,2025-12-08 01:21:55.341673,0 days 00:00:35.518420,128,0.34634762381005185,128,0.034877126245459314,128,1,2,True,COMPLETE
7,0.49627817198162194,2025-12-08 01:21:55.343213,2025-12-08 01:22:11.397144,0 days 00:00:16.053931,128,0.5852979148891979,64,0.059487468132197734,64,2,2,False,PRUNED
8,0.5635186502498785,2025-12-08 01:22:11.398381,2025-12-08 01:22:50.893215,0 days 00:00:39.494834,64,0.5034282764658811,128,0.001155735281626987,64,3,2,False,COMPLETE
9,0.49627817198162194,2025-12-08 01:22:50.894732,2025-12-08 01:23:15.557082,0 days 00:00:24.662350,64,0.6485842360750871,64,0.0723427984566542,64,2,2,False,PRUNED
